Timestamp,Contract,F,R,TTE,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,CAK1,CAK2,CAK3,CAK4,CAK5,CAK6,CAK7,CAK8,CAK9,CAK10,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PAK7,PAK8,PAK9,PAK10
2021-05-05 22:00:32.634812,OEW1K1,4166.25,0.19,1.70795561560185,4145,4150,4155,4160,4165,4170,4175,4180,4185,4190,31.25,27.75,24.25,21,18,15,12.5,10.25,8.5,6.75,10,11.5,13,14.75,16.75,19,21.5,24.25,27.25,30.75
2021-05-05 22:00:32.634812,OEW2K1,4166.25,0.19,8.70795561560185,4145,4150,4155,4160,4165,4170,4175,4180,4185,4190,50,46.5,43,39.75,36.5,33.5,30.5,27.5,24.75,22.25,28.75,30.25,31.75,33.5,35.25,37.25,39.25,41.5,44.25,47
2021-05-05 22:00:32.634812,OEW3K1,4166.25,0.19,15.7079556156019,4145,4150,4155,4160,4165,4170,4175,4180,4185,4190,64.25,60.75,57.25,54,50.75,47.5,44.5,41.75,38.75,36,43,44.5,46,47.75,49.5,51.5,53.5,55.5,57.75,60.5
2021-05-05 22:00:32.634812,OEWK1,4166.25,0.19,22.7079556156019,4145,4150,4155,4160,4165,4170,4175,4180,4185,4190,76.5,73.25,69.75,66.5,63.25,60.25,57,53.75,51,48.25,55.25,56.75,58.5,60.25,62,64,66.25,68.25,70.25,72.5
2021-05-05 22:00:32.634812,OEW1M1,4166.25,0.19,29.7079556156018,4145,4150,4155,4160,4165,4170,4175,4180,4185,4190,85.5,82,78.75,75.5,72.25,69.25,66.25,63,60.25,57.25,64.25,65.75,68,69.75,71.5,73.5,75.25,77.5,79.5,81.5
2021-05-05 22:00:32.634812,OEW2M1,4166.25,0.19,36.7079556156018,4145,4150,4155,4160,4165,4170,4175,4180,4185,4190,95,91.75,88.5,85.25,82,79,75.75,72.75,69.75,67,73.75,75.5,77.25,79.25,81.25,83,85,87,89,91.25
