Timestamp,F,R,T,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K1_c_LP,K2_c_LP,K3_c_LP,K4_c_LP,K5_c_LP,K6_c_LP,K7_c_LP,K8_c_LP,K9_c_LP,K10_c_LP,K11_c_LP,K12_c_LP,K13_c_LP,K14_c_LP,K15_c_LP,K16_c_LP,K17_c_LP,K18_c_LP,K19_c_LP,K20_c_LP,K1_p_LP,K2_p_LP,K3_p_LP,K4_p_LP,K5_p_LP,K6_p_LP,K7_p_LP,K8_p_LP,K9_p_LP,K10_p_LP,K11_p_LP,K12_p_LP,K13_p_LP,K14_p_LP,K15_p_LP,K16_p_LP,K17_p_LP,K18_p_LP,K19_p_LP,K20_p_LP,K1_c_BP,K2_c_BP,K3_c_BP,K4_c_BP,K5_c_BP,K6_c_BP,K7_c_BP,K8_c_BP,K9_c_BP,K10_c_BP,K11_c_BP,K12_c_BP,K13_c_BP,K14_c_BP,K15_c_BP,K16_c_BP,K17_c_BP,K18_c_BP,K19_c_BP,K20_c_BP,K1_p_BP,K2_p_BP,K3_p_BP,K4_p_BP,K5_p_BP,K6_p_BP,K7_p_BP,K8_p_BP,K9_p_BP,K10_p_BP,K11_p_BP,K12_p_BP,K13_p_BP,K14_p_BP,K15_p_BP,K16_p_BP,K17_p_BP,K18_p_BP,K19_p_BP,K20_p_BP,K1_c_AP,K2_c_AP,K3_c_AP,K4_c_AP,K5_c_AP,K6_c_AP,K7_c_AP,K8_c_AP,K9_c_AP,K10_c_AP,K11_c_AP,K12_c_AP,K13_c_AP,K14_c_AP,K15_c_AP,K16_c_AP,K17_c_AP,K18_c_AP,K19_c_AP,K20_c_AP,K1_p_AP,K2_p_AP,K3_p_AP,K4_p_AP,K5_p_AP,K6_p_AP,K7_p_AP,K8_p_AP,K9_p_AP,K10_p_AP,K11_p_AP,K12_p_AP,K13_p_AP,K14_p_AP,K15_p_AP,K16_p_AP,K17_p_AP,K18_p_AP,K19_p_AP,K20_p_AP,K1_c_V,K2_c_V,K3_c_V,K4_c_V,K5_c_V,K6_c_V,K7_c_V,K8_c_V,K9_c_V,K10_c_V,K11_c_V,K12_c_V,K13_c_V,K14_c_V,K15_c_V,K16_c_V,K17_c_V,K18_c_V,K19_c_V,K20_c_V,K1_p_V,K2_p_V,K3_p_V,K4_p_V,K5_p_V,K6_p_V,K7_p_V,K8_p_V,K9_p_V,K10_p_V,K11_p_V,K12_p_V,K13_p_V,K14_p_V,K15_p_V,K16_p_V,K17_p_V,K18_p_V,K19_p_V,K20_p_V,K1_c_OI,K2_c_OI,K3_c_OI,K4_c_OI,K5_c_OI,K6_c_OI,K7_c_OI,K8_c_OI,K9_c_OI,K10_c_OI,K11_c_OI,K12_c_OI,K13_c_OI,K14_c_OI,K15_c_OI,K16_c_OI,K17_c_OI,K18_c_OI,K19_c_OI,K20_c_OI,K1_p_OI,K2_p_OI,K3_p_OI,K4_p_OI,K5_p_OI,K6_p_OI,K7_p_OI,K8_p_OI,K9_p_OI,K10_p_OI,K11_p_OI,K12_p_OI,K13_p_OI,K14_p_OI,K15_p_OI,K16_p_OI,K17_p_OI,K18_p_OI,K19_p_OI,K20_p_OI
2021-03-11 17:21:12.066991,3935.00,0.19,0.9019436690856482,3885,3890,3895,3900,3905,3910,3915,3920,3925,3930,3935,3940,3945,3950,3955,3960,3965,3970,3975,3980,53.00,50.25,47.00,38.50,34.25,30.75,26.00,23.25,18.00,15.50,12.50,10.00,7.75,5.75,4.50,3.30,2.50,1.80,1.40,0.90,1.95,2.25,3.00,3.65,3.85,5.25,6.00,7.25,9.25,11.00,13.25,15.50,19.00,20.50,23.25,28.50,27.75,35.00,41.50,46.00,48.25,43.75,39.50,5.25,31.00,1.50,9.00,21.50,3.00,10.00,2.00,3.20,7.50,3.50,3.00,2.00,2.40,1.00,0.20,0.35,1.85,2.10,2.55,1.00,1.00,1.50,0.60,6.50,8.00,5.00,12.00,14.25,17.00,10.00,23.75,21.50,22.00,26.25,38.25,42.75,55.00,50.25,45.50,39.25,36.50,40.00,32.00,22.75,19.50,35.00,17.00,15.00,39.75,11.50,4.90,10.00,10.00,3.50,1.55,1.15,2.10,2.70,27.25,4.00,10.25,10.00,6.25,8.00,25.00,13.50,15.00,17.25,18.25,28.00,25.50,35.00,41.50,45.75,44.50,49.50,931,118,47,647,130,457,400,1420,911,1029,1497,1672,1966,5863,1022,2284,1575,1272,1395,3708,1060,1253,872,5786,1115,1944,1583,2662,1816,1329,710,1023,570,1247,268,327,83,37,2047,31,936,832,256,2332,767,778,542,1411,1543,1580,1248,1868,956,3054,1230,1541,774,941,1124,881,834,781,386,1243,461,670,300,223,282,121,122,56,47,413,17,62,87,46,55,40
