Symbol,Date,Time,Price,Volume
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,4
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,6
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,14
ESU13,09/01/2013,17:00:00.101,1640.25,8
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,6
ESU13,09/01/2013,17:00:00.101,1640.25,4
ESU13,09/01/2013,17:00:00.101,1640.25,15
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,20
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,25
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,44
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,10
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,120
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,4
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,8
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,25
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,10
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,10
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,20
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,8
ESU13,09/01/2013,17:00:00.101,1640.25,20
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,14
ESU13,09/01/2013,17:00:00.101,1640.25,20
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,20
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,10
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,20
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,20
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,25
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,68
ESU13,09/01/2013,17:00:00.101,1640.25,10
ESU13,09/01/2013,17:00:00.101,1640.25,9
ESU13,09/01/2013,17:00:00.101,1640.25,95
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,110
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,5
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,95
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,10
ESU13,09/01/2013,17:00:00.101,1640.25,95
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,8
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,8
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,3
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,1
ESU13,09/01/2013,17:00:00.101,1640,1
ESU13,09/01/2013,17:00:00.101,1640,1
ESU13,09/01/2013,17:00:00.101,1640,1
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.101,1640.25,2
ESU13,09/01/2013,17:00:00.107,1640.25,1
ESU13,09/01/2013,17:00:00.107,1640,1
ESU13,09/01/2013,17:00:00.107,1640,3
ESU13,09/01/2013,17:00:00.112,1640,1
ESU13,09/01/2013,17:00:00.121,1640,1
ESU13,09/01/2013,17:00:00.127,1640.25,1
ESU13,09/01/2013,17:00:00.135,1640,2
ESU13,09/01/2013,17:00:00.135,1639.75,3
ESU13,09/01/2013,17:00:00.150,1639.75,2
ESU13,09/01/2013,17:00:00.155,1639.75,1
ESU13,09/01/2013,17:00:00.155,1639.75,1
ESU13,09/01/2013,17:00:00.155,1639.75,2
ESU13,09/01/2013,17:00:00.155,1639.75,1
ESU13,09/01/2013,17:00:00.155,1639.75,1
ESU13,09/01/2013,17:00:00.155,1639.75,2
ESU13,09/01/2013,17:00:00.161,1639.75,1
ESU13,09/01/2013,17:00:00.161,1639.75,1
ESU13,09/01/2013,17:00:00.161,1640,1
ESU13,09/01/2013,17:00:00.161,1640,3
ESU13,09/01/2013,17:00:00.161,1640,1
ESU13,09/01/2013,17:00:00.166,1639.75,1
ESU13,09/01/2013,17:00:00.171,1639.75,1
ESU13,09/01/2013,17:00:00.177,1640,1
ESU13,09/01/2013,17:00:00.177,1639.75,2
ESU13,09/01/2013,17:00:00.177,1639.75,1
ESU13,09/01/2013,17:00:00.177,1639.75,1
ESU13,09/01/2013,17:00:00.182,1639.75,1
ESU13,09/01/2013,17:00:00.182,1640,3
ESU13,09/01/2013,17:00:00.182,1640,10
ESU13,09/01/2013,17:00:00.187,1639.75,2
ESU13,09/01/2013,17:00:00.187,1639.75,1
ESU13,09/01/2013,17:00:00.187,1639.75,1
ESU13,09/01/2013,17:00:00.187,1639.75,1
ESU13,09/01/2013,17:00:00.187,1639.5,1
ESU13,09/01/2013,17:00:00.191,1640,1
ESU13,09/01/2013,17:00:00.202,1639.5,1
ESU13,09/01/2013,17:00:00.202,1639.5,1
ESU13,09/01/2013,17:00:00.202,1639.5,1
ESU13,09/01/2013,17:00:00.207,1639.5,1
ESU13,09/01/2013,17:00:00.215,1640,1
ESU13,09/01/2013,17:00:00.215,1639.5,6
ESU13,09/01/2013,17:00:00.215,1639.5,19
ESU13,09/01/2013,17:00:00.215,1640,1
ESU13,09/01/2013,17:00:00.222,1639.5,6
ESU13,09/01/2013,17:00:00.230,1639.5,1
ESU13,09/01/2013,17:00:00.230,1640,1
ESU13,09/01/2013,17:00:00.230,1640,1
ESU13,09/01/2013,17:00:00.230,1640,1
ESU13,09/01/2013,17:00:00.230,1640,4
ESU13,09/01/2013,17:00:00.230,1640,2
ESU13,09/01/2013,17:00:00.235,1640,2
ESU13,09/01/2013,17:00:00.235,1640,2
ESU13,09/01/2013,17:00:00.235,1640,1
ESU13,09/01/2013,17:00:00.235,1640,4
ESU13,09/01/2013,17:00:00.235,1640.25,2
ESU13,09/01/2013,17:00:00.235,1640.25,5
ESU13,09/01/2013,17:00:00.235,1640.25,1
ESU13,09/01/2013,17:00:00.235,1640.25,2
ESU13,09/01/2013,17:00:00.235,1640.5,1
ESU13,09/01/2013,17:00:00.235,1640.5,10
ESU13,09/01/2013,17:00:00.235,1640.5,27
ESU13,09/01/2013,17:00:00.241,1640.5,1
ESU13,09/01/2013,17:00:00.241,1640.5,1
ESU13,09/01/2013,17:00:00.241,1640.5,4
ESU13,09/01/2013,17:00:00.241,1640.5,3
ESU13,09/01/2013,17:00:00.241,1640.5,15
ESU13,09/01/2013,17:00:00.241,1640.5,4
ESU13,09/01/2013,17:00:00.241,1640.5,1
ESU13,09/01/2013,17:00:00.247,1640.5,1
ESU13,09/01/2013,17:00:00.247,1640.5,1
ESU13,09/01/2013,17:00:00.253,1640.5,4
ESU13,09/01/2013,17:00:00.253,1640.5,1
ESU13,09/01/2013,17:00:00.253,1640.5,1
ESU13,09/01/2013,17:00:00.284,1640.5,3
ESU13,09/01/2013,17:00:00.291,1640.5,1
ESU13,09/01/2013,17:00:00.302,1640,1
ESU13,09/01/2013,17:00:00.302,1640.5,29
ESU13,09/01/2013,17:00:00.302,1640.5,1
ESU13,09/01/2013,17:00:00.302,1640.5,2
ESU13,09/01/2013,17:00:00.302,1640.5,1
ESU13,09/01/2013,17:00:00.302,1640.5,5
ESU13,09/01/2013,17:00:00.302,1640.5,5
ESU13,09/01/2013,17:00:00.302,1640.5,5
ESU13,09/01/2013,17:00:00.302,1640.5,1
ESU13,09/01/2013,17:00:00.302,1640.5,2
ESU13,09/01/2013,17:00:00.308,1639.5,2
ESU13,09/01/2013,17:00:00.308,1640.5,2
ESU13,09/01/2013,17:00:00.319,1640.5,1
ESU13,09/01/2013,17:00:00.319,1640.75,1
ESU13,09/01/2013,17:00:00.319,1640.75,1
ESU13,09/01/2013,17:00:00.319,1640.75,1
ESU13,09/01/2013,17:00:00.319,1640.75,1
ESU13,09/01/2013,17:00:00.319,1640.75,1
ESU13,09/01/2013,17:00:00.319,1640.75,1
ESU13,09/01/2013,17:00:00.319,1640.75,2
ESU13,09/01/2013,17:00:00.319,1640.75,4
ESU13,09/01/2013,17:00:00.319,1640.75,4
ESU13,09/01/2013,17:00:00.319,1640.75,1
ESU13,09/01/2013,17:00:00.329,1639.5,2
ESU13,09/01/2013,17:00:00.329,1639.5,1
ESU13,09/01/2013,17:00:00.352,1639.5,1
ESU13,09/01/2013,17:00:00.368,1640.75,1
ESU13,09/01/2013,17:00:00.368,1639.25,1
ESU13,09/01/2013,17:00:00.376,1639.25,1
ESU13,09/01/2013,17:00:00.376,1640.75,1
ESU13,09/01/2013,17:00:00.382,1640.75,1
ESU13,09/01/2013,17:00:00.404,1639.25,10
ESU13,09/01/2013,17:00:00.418,1640.75,1
ESU13,09/01/2013,17:00:00.430,1639.25,3
ESU13,09/01/2013,17:00:00.430,1640.75,1
ESU13,09/01/2013,17:00:00.430,1640.75,1
ESU13,09/01/2013,17:00:00.438,1640.75,4
ESU13,09/01/2013,17:00:00.453,1639.25,5
ESU13,09/01/2013,17:00:00.453,1639.25,2
ESU13,09/01/2013,17:00:00.453,1639.25,8
ESU13,09/01/2013,17:00:00.473,1640.75,8
ESU13,09/01/2013,17:00:00.473,1640.75,1
ESU13,09/01/2013,17:00:00.473,1640.75,1
ESU13,09/01/2013,17:00:00.473,1640.75,40
ESU13,09/01/2013,17:00:00.489,1640.75,1
ESU13,09/01/2013,17:00:00.670,1639.5,1
ESU13,09/01/2013,17:00:00.853,1639.25,5
ESU13,09/01/2013,17:00:00.853,1639.25,1
ESU13,09/01/2013,17:00:00.853,1639.25,5
ESU13,09/01/2013,17:00:00.859,1639.25,5
ESU13,09/01/2013,17:00:00.892,1639.5,5
ESU13,09/01/2013,17:00:00.925,1639.5,1
ESU13,09/01/2013,17:00:00.925,1639.5,1
ESU13,09/01/2013,17:00:00.925,1639.5,1
ESU13,09/01/2013,17:00:00.925,1639.5,2
ESU13,09/01/2013,17:00:00.925,1639.75,2
ESU13,09/01/2013,17:00:00.925,1640.25,1
ESU13,09/01/2013,17:00:00.969,1640.75,1
ESU13,09/01/2013,17:00:01.111,1640.25,1
ESU13,09/01/2013,17:00:01.111,1640.25,1
ESU13,09/01/2013,17:00:01.132,1640.5,2
ESU13,09/01/2013,17:00:01.148,1640.5,2
ESU13,09/01/2013,17:00:01.192,1640.25,1
ESU13,09/01/2013,17:00:01.192,1640.25,1
ESU13,09/01/2013,17:00:01.192,1640,1
ESU13,09/01/2013,17:00:01.212,1639.75,1
ESU13,09/01/2013,17:00:01.212,1640.25,1
ESU13,09/01/2013,17:00:01.243,1640.5,1
ESU13,09/01/2013,17:00:01.243,1640.75,1
ESU13,09/01/2013,17:00:01.249,1640,1
ESU13,09/01/2013,17:00:01.288,1640.25,1
ESU13,09/01/2013,17:00:01.461,1640.75,2
ESU13,09/01/2013,17:00:01.474,1640.75,5
ESU13,09/01/2013,17:00:01.474,1640.75,5
ESU13,09/01/2013,17:00:01.517,1640.75,5
ESU13,09/01/2013,17:00:01.517,1640.75,1
ESU13,09/01/2013,17:00:01.517,1640.75,5
ESU13,09/01/2013,17:00:01.517,1640.75,10
ESU13,09/01/2013,17:00:01.517,1640.75,1
ESU13,09/01/2013,17:00:01.517,1641,8
ESU13,09/01/2013,17:00:01.517,1641,2
ESU13,09/01/2013,17:00:01.517,1641,6
ESU13,09/01/2013,17:00:01.621,1641,4
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,2
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,3
ESU13,09/01/2013,17:00:01.621,1641,20
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,4
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,5
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.621,1641,1
ESU13,09/01/2013,17:00:01.690,1641,3
ESU13,09/01/2013,17:00:01.715,1640.25,1
ESU13,09/01/2013,17:00:01.715,1640,1
ESU13,09/01/2013,17:00:01.730,1639.75,3
ESU13,09/01/2013,17:00:01.803,1639.75,2
ESU13,09/01/2013,17:00:01.803,1639.75,3
ESU13,09/01/2013,17:00:01.914,1640.25,1
ESU13,09/01/2013,17:00:02.000,1640,3
ESU13,09/01/2013,17:00:02.007,1640,2
ESU13,09/01/2013,17:00:02.007,1640,1
ESU13,09/01/2013,17:00:02.184,1640.25,1
ESU13,09/01/2013,17:00:02.227,1640.25,1
ESU13,09/01/2013,17:00:02.227,1640.75,2
ESU13,09/01/2013,17:00:02.255,1640.75,2
ESU13,09/01/2013,17:00:02.295,1640.75,1
ESU13,09/01/2013,17:00:02.444,1640.75,1
ESU13,09/01/2013,17:00:02.550,1640.5,3
ESU13,09/01/2013,17:00:02.550,1640.25,2
ESU13,09/01/2013,17:00:02.556,1640.75,1
ESU13,09/01/2013,17:00:02.730,1640.5,2
ESU13,09/01/2013,17:00:02.730,1640.75,23
ESU13,09/01/2013,17:00:02.789,1640.75,4
ESU13,09/01/2013,17:00:03.421,1640.5,1
ESU13,09/01/2013,17:00:03.421,1640.5,1
ESU13,09/01/2013,17:00:03.421,1640.5,1
ESU13,09/01/2013,17:00:03.444,1640.75,3
ESU13,09/01/2013,17:00:03.681,1640.25,9
ESU13,09/01/2013,17:00:03.749,1640.25,1
ESU13,09/01/2013,17:00:03.756,1640.25,15
ESU13,09/01/2013,17:00:03.756,1640.25,50
ESU13,09/01/2013,17:00:03.756,1640,1
ESU13,09/01/2013,17:00:03.756,1640,5
ESU13,09/01/2013,17:00:03.756,1640,5
ESU13,09/01/2013,17:00:03.756,1640,3
ESU13,09/01/2013,17:00:03.756,1640,15
ESU13,09/01/2013,17:00:03.890,1640,1
ESU13,09/01/2013,17:00:03.898,1640,10
ESU13,09/01/2013,17:00:03.904,1639.75,3
ESU13,09/01/2013,17:00:03.915,1639.75,3
ESU13,09/01/2013,17:00:03.915,1640,1
ESU13,09/01/2013,17:00:04.011,1640,5
ESU13,09/01/2013,17:00:04.337,1639.75,1
ESU13,09/01/2013,17:00:04.365,1639.75,10
ESU13,09/01/2013,17:00:04.365,1639.75,3
ESU13,09/01/2013,17:00:04.365,1639.75,3
ESU13,09/01/2013,17:00:04.365,1639.75,1
ESU13,09/01/2013,17:00:04.365,1639.75,2
ESU13,09/01/2013,17:00:04.365,1639.75,5
ESU13,09/01/2013,17:00:04.605,1639.75,1
ESU13,09/01/2013,17:00:04.605,1640,24
ESU13,09/01/2013,17:00:05.156,1640,2
ESU13,09/01/2013,17:00:05.312,1639.5,1
ESU13,09/01/2013,17:00:05.312,1639.5,2
ESU13,09/01/2013,17:00:05.320,1639.5,1
ESU13,09/01/2013,17:00:05.320,1639.5,2
ESU13,09/01/2013,17:00:05.379,1639.75,2
ESU13,09/01/2013,17:00:05.417,1639.75,2
ESU13,09/01/2013,17:00:05.422,1639.5,1
ESU13,09/01/2013,17:00:05.756,1639.75,1
ESU13,09/01/2013,17:00:05.804,1639.75,45
ESU13,09/01/2013,17:00:05.804,1639.75,5
ESU13,09/01/2013,17:00:05.804,1640,169
ESU13,09/01/2013,17:00:05.942,1640,1
ESU13,09/01/2013,17:00:06.138,1639.5,1
ESU13,09/01/2013,17:00:06.194,1639.75,2
ESU13,09/01/2013,17:00:06.194,1639.75,2
ESU13,09/01/2013,17:00:06.194,1639.75,1
ESU13,09/01/2013,17:00:06.194,1639.75,5
ESU13,09/01/2013,17:00:06.194,1640,15
ESU13,09/01/2013,17:00:06.293,1639.5,1
ESU13,09/01/2013,17:00:06.321,1640,2
ESU13,09/01/2013,17:00:06.406,1639.5,1
ESU13,09/01/2013,17:00:06.470,1639.5,11
ESU13,09/01/2013,17:00:06.470,1639.5,1
ESU13,09/01/2013,17:00:06.470,1639.5,1
ESU13,09/01/2013,17:00:06.470,1639.5,1
ESU13,09/01/2013,17:00:06.470,1639.5,1
ESU13,09/01/2013,17:00:06.491,1639.5,1
ESU13,09/01/2013,17:00:06.515,1640,1
ESU13,09/01/2013,17:00:06.591,1639.75,1
ESU13,09/01/2013,17:00:06.627,1639.75,1
ESU13,09/01/2013,17:00:06.634,1640,1
ESU13,09/01/2013,17:00:06.695,1640,50
ESU13,09/01/2013,17:00:06.959,1639.75,2
