Symbol,Date,Time,Bid_Price,Ask_Price,Bid_Size,Ask_Size
ESU13,09/01/2013,17:00:00.235,1639.5,1640,8,7
ESU13,09/01/2013,17:00:00.235,1639.5,1640,8,5
ESU13,09/01/2013,17:00:00.235,1639.5,1640,8,4
ESU13,09/01/2013,17:00:00.241,1639.5,1640.25,8,10
ESU13,09/01/2013,17:00:00.241,1639.5,1640.25,8,10
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,131
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,131
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,93
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,92
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,91
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,87
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,84
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,69
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,65
ESU13,09/01/2013,17:00:00.241,1639.5,1640.5,8,64
ESU13,09/01/2013,17:00:00.247,1639.5,1640.5,7,64
ESU13,09/01/2013,17:00:00.247,1639.5,1640.5,7,63
ESU13,09/01/2013,17:00:00.253,1639.5,1640.5,7,59
ESU13,09/01/2013,17:00:00.253,1639.5,1640.5,7,58
ESU13,09/01/2013,17:00:00.253,1639.5,1640.5,7,57
ESU13,09/01/2013,17:00:00.284,1639.5,1640.5,7,54
ESU13,09/01/2013,17:00:00.291,1639.5,1640.5,6,54
ESU13,09/01/2013,17:00:00.296,1639.5,1640,6,1
ESU13,09/01/2013,17:00:00.302,1639.5,1640.5,6,54
ESU13,09/01/2013,17:00:00.302,1639.5,1640.5,6,54
ESU13,09/01/2013,17:00:00.302,1639.5,1640.5,6,5
ESU13,09/01/2013,17:00:00.302,1639.5,1640.5,6,3
ESU13,09/01/2013,17:00:00.308,1639.5,1640.5,4,3
ESU13,09/01/2013,17:00:00.308,1639.5,1640.5,4,1
ESU13,09/01/2013,17:00:00.319,1639.5,1640.75,4,98
ESU13,09/01/2013,17:00:00.319,1639.5,1640.75,4,98
ESU13,09/01/2013,17:00:00.319,1639.5,1640.75,4,82
ESU13,09/01/2013,17:00:00.319,1639.5,1640.75,4,81
ESU13,09/01/2013,17:00:00.329,1639.5,1640.75,1,81
ESU13,09/01/2013,17:00:00.352,1639.25,1640.75,105,81
ESU13,09/01/2013,17:00:00.352,1639.25,1640.75,105,81
ESU13,09/01/2013,17:00:00.368,1639.25,1640.75,105,80
ESU13,09/01/2013,17:00:00.368,1639.25,1640.75,104,80
ESU13,09/01/2013,17:00:00.376,1639.25,1640.75,103,80
ESU13,09/01/2013,17:00:00.376,1639.25,1640.75,103,79
ESU13,09/01/2013,17:00:00.382,1639.25,1640.75,103,78
ESU13,09/01/2013,17:00:00.404,1639.25,1640.75,93,78
ESU13,09/01/2013,17:00:00.418,1639.25,1640.75,93,77
ESU13,09/01/2013,17:00:00.430,1639.25,1640.75,90,77
ESU13,09/01/2013,17:00:00.430,1639.25,1640.75,90,76
ESU13,09/01/2013,17:00:00.430,1639.25,1640.75,90,75
ESU13,09/01/2013,17:00:00.438,1639.25,1640.75,90,71
ESU13,09/01/2013,17:00:00.453,1639.25,1640.75,75,71
ESU13,09/01/2013,17:00:00.473,1639.25,1640.75,75,21
ESU13,09/01/2013,17:00:00.489,1639.25,1640.75,75,20
ESU13,09/01/2013,17:00:00.629,1639.25,1639.5,75,7
ESU13,09/01/2013,17:00:00.670,1639.25,1639.5,75,6
ESU13,09/01/2013,17:00:00.756,1639.25,1639.5,75,7
ESU13,09/01/2013,17:00:00.756,1639.25,1639.5,75,8
ESU13,09/01/2013,17:00:00.761,1639.25,1639.5,75,10
ESU13,09/01/2013,17:00:00.853,1639.25,1639.5,70,10
ESU13,09/01/2013,17:00:00.853,1639.25,1639.5,69,10
